	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
35921	CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21	O00329	IC50	Homo sapiens	6.6020599913279625	250.0	CHEMBL1230790	CHEMBL3130	True
36072	CC(C)n1nc(CO)nc1-c1cn2c(n1)-c1ccc(-c3ccnn3C3CCN(C)CC3)cc1OCC2	O00329	IC50	Homo sapiens	8.616184634019568	2.42	CHEMBL3704691	CHEMBL3130	False
36075	CC(C)n1nc(N)nc1-c1cn2c(n1)-c1ccc(-c3ccnn3C3CCN(C(C)(C)C)CC3)cc1OCC2	O00329	IC50	Homo sapiens	8.410050398674292	3.89	CHEMBL3704712	CHEMBL3130	False
36076	CC(C)n1nc(N)nc1-c1cn2c(n1)-c1ccc(-c3ccnn3C3CCN(C)CC3)cc1OCC2	O00329	IC50	Homo sapiens	9.151810883008599	0.705	CHEMBL3704697	CHEMBL3130	False
36164	CC(C)n1ncnc1-c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2	O00329	IC50	Homo sapiens	8.4089353929735	3.9	CHEMBL2322764	CHEMBL3130	True
36167	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(C(=O)N3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	IC50	Homo sapiens	9.036684488613886	0.919	CHEMBL3704661	CHEMBL3130	False
36168	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(C(=O)N3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	Ki	Homo sapiens	8.769551078621726	1.7	CHEMBL3704661	CHEMBL3130	False
36169	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(CN3CCC(C(C)(C)O)CC3)ccc1OCC2	O00329	Ki	Homo sapiens	7.698970004336019	20.0	CHEMBL4168260	CHEMBL3130	False
36170	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(CN3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	IC50	Homo sapiens	8.60906489289662	2.46	CHEMBL3704659	CHEMBL3130	False
36171	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(CN3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	Ki	Homo sapiens	8.602059991327963	2.5	CHEMBL3704659	CHEMBL3130	False
36172	CC(C)n1ncnc1-c1cn2c(n1)-c1cc(S(=O)(=O)N3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	Ki	Homo sapiens	8.920818753952375	1.2	CHEMBL4167171	CHEMBL3130	False
36173	CC(C)n1ncnc1-c1cn2c(n1)-c1cc([S+]([O-])C3CCN(C(C)(C)C)CC3)ccc1OCC2	O00329	IC50	Homo sapiens	9.090979145788843	0.8109999999999999	CHEMBL3704674	CHEMBL3130	False
36174	CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3ccccc3S(N)(=O)=O)cc1OCC2	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL3704660	CHEMBL3130	False
36188	CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(N3CCCC3C3CCN(C)CC3)cc1OCC2	O00329	IC50	Homo sapiens	9.26680273489343	0.541	CHEMBL3704658	CHEMBL3130	False
36189	CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(N3CCCC3CN3CCCC3)cc1OCC2	O00329	IC50	Homo sapiens	9.1505805862031	0.7070000000000001	CHEMBL3704657	CHEMBL3130	False
36192	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ccc(N)nc3)ccc1-2	O00329	IC50	Homo sapiens	8.853871964321762	1.4	CHEMBL2381273	CHEMBL3130	True
36195	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ccc[nH]c3=O)ccc1-2	O00329	IC50	Homo sapiens	8.119186407719209	7.6	CHEMBL2381272	CHEMBL3130	True
36199	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cn(C)cn3)ccc1-2	O00329	IC50	Homo sapiens	9.221848749616356	0.6	CHEMBL2381271	CHEMBL3130	True
36214	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCO)c3)ccc1-2	O00329	Ki	Homo sapiens	9.214670164989233	0.61	CHEMBL2381373	CHEMBL3130	True
36223	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ncc[nH]3)ccc1-2	O00329	IC50	Homo sapiens	8.585026652029184	2.6	CHEMBL2381270	CHEMBL3130	True
36226	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C(O)CO)ccc1-2	O00329	IC50	Homo sapiens	8.09151498112135	8.1	CHEMBL2381262	CHEMBL3130	True
36229	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCCN3)ccc1-2	O00329	IC50	Homo sapiens	8.481486060122112	3.3	CHEMBL2381267	CHEMBL3130	True
36232	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNC3)ccc1-2	O00329	IC50	Homo sapiens	8.958607314841776	1.1	CHEMBL2381266	CHEMBL3130	True
36235	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNCC3)ccc1-2	O00329	IC50	Homo sapiens	8.886056647693161	1.3	CHEMBL2381268	CHEMBL3130	True
36259	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(CNCCO)ccc1-2	O00329	IC50	Homo sapiens	8.075720713938116	8.4	CHEMBL2381264	CHEMBL3130	True
36262	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(CO)ccc1-2	O00329	IC50	Homo sapiens	8.468521082957745	3.4	CHEMBL2381261	CHEMBL3130	True
36265	CC(C)n1ncnc1-c1nc2c(s1)CCOc1ccccc1-2	O00329	IC50	Homo sapiens	8.455931955649724	3.5	CHEMBL2381253	CHEMBL3130	True
37975	CC(N)C(=O)N1CCC(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.0466708911642	915.0	CHEMBL3917147_CHEMBL3936124	CHEMBL3130	True
37982	CC(N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.732352939978615	280.0	CHEMBL2322662_CHEMBL2322663	CHEMBL3130	True
39054	CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.1914998294395485	101.5	CHEMBL3984425	CHEMBL3130	True
39895	CC(Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1	O00329	IC50	Homo sapiens	6.096910013008058	800.0	CHEMBL4217549	CHEMBL3130	True
39937	CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.2839966563652006	52.0	CHEMBL3408255	CHEMBL3130	True
39940	CC(Nc1cc(F)c(F)c(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.638272163982407	23.0	CHEMBL3408256	CHEMBL3130	True
39945	CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.552841968657781	28.0	CHEMBL3408252	CHEMBL3130	True
39950	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.84518491628705	14.5	CHEMBL3408248	CHEMBL3130	True
39954	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	7.494850021680094	32.0	CHEMBL3319490	CHEMBL3130	True
39957	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.207608310501746	62.0	CHEMBL3408260	CHEMBL3130	True
39964	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.045757490560675	90.0	CHEMBL3408266	CHEMBL3130	True
39967	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC2)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL3408262	CHEMBL3130	True
39971	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.301029995663981	50.0	CHEMBL3408263	CHEMBL3130	True
39976	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCCC2)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.229147988357855	59.0	CHEMBL3408264	CHEMBL3130	True
39984	CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCOCC2)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	6.939302159646387	115.0	CHEMBL3408265	CHEMBL3130	True
39994	CC(Nc1cc(F)cc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.3872161432802645	41.0	CHEMBL3408257	CHEMBL3130	True
40001	CC(Nc1cc(F)ccc1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL3408249	CHEMBL3130	True
40052	CC(Nc1ccc(F)c(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.1938200260161125	64.0	CHEMBL3408251	CHEMBL3130	True
40057	CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.494850021680094	32.0	CHEMBL3408247	CHEMBL3130	True
40060	CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	7.346787486224656	45.0	CHEMBL3319489	CHEMBL3130	True
40063	CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	6.958607314841776	110.0	CHEMBL3408244	CHEMBL3130	False
40064	CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.638272163982407	230.0	CHEMBL3319486	CHEMBL3130	True
40078	CC(Nc1cccc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.136677139879544	73.0	CHEMBL3408245	CHEMBL3130	True
40085	CC(Nc1cccc(Cl)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL3408250	CHEMBL3130	True
40091	CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	7.292429823902062	51.0	CHEMBL3319485	CHEMBL3130	True
40094	CC(Nc1cccc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.136677139879544	73.0	CHEMBL3407508	CHEMBL3130	True
40103	CC(Nc1cccc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	7.1191864077192095	76.0	CHEMBL3408246	CHEMBL3130	True
40110	CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.958607314841776	110.0	CHEMBL3318711	CHEMBL3130	True
40119	CC(Nc1ccccc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	7.070581074285707	85.0	CHEMBL3318715	CHEMBL3130	True
40193	CC(Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)[nH]c2c(Cl)cccc2c1=O	O00329	IC50	Homo sapiens	8.853871964321762	1.4	CHEMBL4516283	CHEMBL3130	True
40199	CC(Nc1nc(N)nc(N)n1)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.1191864077192095	76.0	CHEMBL3920579	CHEMBL3130	False
40208	CC(Nc1nc(N)nc2[nH]cnc12)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.187086643357143	6.5	CHEMBL3985833	CHEMBL3130	False
40475	CC(Nc1ncnc(N)c1-c1nnn[nH]1)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	9.69897000433602	0.2	CHEMBL3982040	CHEMBL3130	False
40478	CC(Nc1ncnc(N)c1C#N)c1c(-c2cc(F)cc(F)c2)c(=O)c2cc(F)ccc2n1C	O00329	Ki	Homo sapiens	7.481486060122112	33.0	CHEMBL3680919	CHEMBL3130	False
40480	CC(Nc1ncnc(N)c1C#N)c1cc2ncc(Cl)n2cc1-c1ccccc1	O00329	IC50	Homo sapiens	9.69897000433602	0.2	CHEMBL4470131	CHEMBL3130	True
40483	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(-c2ccccn2)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.503290965088201	3.266666666666667	CHEMBL3403678	CHEMBL3130	True
40487	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.520479303839453	4.15	CHEMBL3403668	CHEMBL3130	True
40491	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.00087033078815	10.15	CHEMBL3403677	CHEMBL3130	True
40495	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N(C)C)c1-c1ccccc1	O00329	IC50	Homo sapiens	9.096910013008056	0.8	CHEMBL4570159	CHEMBL3130	True
40499	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N2CC(O)C2)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.886056647693161	1.3	CHEMBL4542785	CHEMBL3130	True
40502	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N2CC(O)C2)c1-c1ccccn1	O00329	IC50	Homo sapiens	7.920818753952375	12.0	CHEMBL4594095	CHEMBL3130	True
40505	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N2CCNCC2)c1-c1ccccc1	O00329	IC50	Homo sapiens	9.69897000433602	0.2	CHEMBL4449576	CHEMBL3130	True
40509	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N2CCNCC2)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.366531544420411	4.3	CHEMBL4442808	CHEMBL3130	True
40513	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(=O)N2CCS(=O)(=O)CC2)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.920818753952375	1.2	CHEMBL4449366	CHEMBL3130	True
40517	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(N)=O)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.698970004336019	2.0	CHEMBL4555334	CHEMBL3130	True
40521	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(Cl)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.178273661756906	7.5	CHEMBL3403673	CHEMBL3130	True
40525	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N(C)C)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.648784731777237	2.5	CHEMBL3403674	CHEMBL3130	True
40532	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N2CCOCC2)c1-c1ccccn1	O00329	IC50	Homo sapiens	8.920818753952375	1.2	CHEMBL3403676	CHEMBL3130	True
40536	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCN(C)C)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.769551078621726	1.7	CHEMBL3403671	CHEMBL3130	True
40540	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCO)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.953289157418883	1.75	CHEMBL3403669	CHEMBL3130	True
40544	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCS(C)(=O)=O)c1-c1ccccc1	O00329	IC50	Homo sapiens	9.5	0.35	CHEMBL2216892	CHEMBL3130	True
40548	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(O)c1-c1cc(F)cc(F)c1	O00329	Ki	Homo sapiens	7.195860567664647	63.7	CHEMBL3680911	CHEMBL3130	False
40549	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(O)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.174360993000928	9.4	CHEMBL3403666	CHEMBL3130	True
40551	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(S(C)(=O)=O)c1-c1ccccc1	O00329	IC50	Homo sapiens	9.577450979992873	0.4	CHEMBL3403664	CHEMBL3130	True
40555	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c([S+]([O-])CCO)c1-c1ccccc1	O00329	IC50	Homo sapiens	8.602059991327963	2.5	CHEMBL3403667	CHEMBL3130	True
40559	CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2cc1-c1ccccn1	O00329	IC50	Homo sapiens	8.05551732784983	8.8	CHEMBL3403672	CHEMBL3130	True
40565	CC(Nc1ncnc(N)c1C#N)c1nc2ccccn2c(=O)c1-c1cc(F)cc(F)c1	O00329	Ki	Homo sapiens	7.0506099933550885	89.0	CHEMBL3680918	CHEMBL3130	False
40566	CC(Nc1ncnc(N)c1C#N)c1nc2ccccn2c(=O)c1-c1cccc(F)c1	O00329	Ki	Homo sapiens	7.523732119672459	36.4	CHEMBL3680912_CHEMBL3680920	CHEMBL3130	False
40567	CC(Nc1ncnc(N)c1C#N)c1nc2ccccn2c(=O)c1-c1ccccn1	O00329	Ki	Homo sapiens	7.1778004020542445	73.2	CHEMBL3680914_CHEMBL3680922	CHEMBL3130	False
40568	CC(Nc1ncnc(N)c1C#N)c1nn2c(C#N)ccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL3928750	CHEMBL3130	False
40569	CC(Nc1ncnc(N)c1C#N)c1nn2c(C(F)(F)F)ccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.420216403383192	380.0	CHEMBL3900775	CHEMBL3130	False
40570	CC(Nc1ncnc(N)c1C#N)c1nn2cc(F)cc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.292429823902062	51.0	CHEMBL3919847	CHEMBL3130	False
40573	CC(Nc1ncnc(N)c1C#N)c1nn2ccc(C(F)(F)F)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL3980944	CHEMBL3130	False
40574	CC(Nc1ncnc(N)c1C#N)c1nn2ccc(CO)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.455931955649724	35.0	CHEMBL3901256	CHEMBL3130	False
40575	CC(Nc1ncnc(N)c1C#N)c1nn2ccc(F)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.42021640338319	3.8	CHEMBL3924058	CHEMBL3130	False
40576	CC(Nc1ncnc(N)c1C#N)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.327902142064282	4.7	CHEMBL3901527	CHEMBL3130	True
40578	CC(Nc1ncnc(N)c1C#N)c1nn2ccnc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.6777807052660805	210.0	CHEMBL3986289	CHEMBL3130	False
40579	CC(Nc1ncnc(N)c1F)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.6777807052660805	210.0	CHEMBL3973614	CHEMBL3130	False
40635	CC(Nc1ncnc2[nH]cc(F)c12)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.327902142064282	47.0	CHEMBL3902629	CHEMBL3130	False
40636	CC(Nc1ncnc2[nH]ccc12)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL3981636	CHEMBL3130	False
40638	CC(Nc1ncnc2[nH]cnc12)c1cc(Cl)c2cccnc2c1-c1cccc(F)c1	O00329	IC50	Homo sapiens	8.075720713938116	8.4	CHEMBL4440146	CHEMBL3130	False
40639	CC(Nc1ncnc2[nH]cnc12)c1cc(Cl)c2ccnnc2c1-c1cccc(F)c1	O00329	IC50	Homo sapiens	7.886056647693162	13.0	CHEMBL4471294	CHEMBL3130	False
40640	CC(Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1	O00329	IC50	Homo sapiens	7.853650498478035	14.45	CHEMBL4303596	CHEMBL3130	True
40643	CC(Nc1ncnc2[nH]cnc12)c1cc2ccccn2c(=O)c1-c1ccccc1	O00329	IC50	Homo sapiens	10.0	0.1	CHEMBL4541570	CHEMBL3130	False
40644	CC(Nc1ncnc2[nH]cnc12)c1ccc2cccnc2c1-c1cccc(F)c1	O00329	IC50	Homo sapiens	6.366531544420412	430.0	CHEMBL4593849	CHEMBL3130	False
40645	CC(Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1cc(F)cc(F)c1	O00329	IC50	Homo sapiens	7.346787486224656	45.0	CHEMBL3654360	CHEMBL3130	False
40646	CC(Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.896196279044043	12.7	CHEMBL4303323	CHEMBL3130	True
40649	CC(Nc1ncnc2[nH]cnc12)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	9.096910013008056	0.8	CHEMBL3805348	CHEMBL3130	True
40653	CC(Nc1ncnc2[nH]cnc12)c1nc2ccccc2c(=O)n1-c1cccc(F)c1	O00329	IC50	Homo sapiens	7.920818753952375	12.0	CHEMBL3654359	CHEMBL3130	False
40654	CC(Nc1ncnc2[nH]cnc12)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.154901959985743	7.0	CHEMBL3957154	CHEMBL3130	False
40797	CC(Nc1ncnc2nc[nH]c12)c1nc2ccsc2c(=O)n1-c1ccccc1	O00329	Ki	Homo sapiens	8.221848749616356	6.0	CHEMBL3675616	CHEMBL3130	False
41439	CC(O)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1	O00329	IC50	Homo sapiens	7.769551078621726	17.0	CHEMBL2171951	CHEMBL3130	False
41875	CC(Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F	O00329	IC50	Homo sapiens	6.275724130399211	530.0	CHEMBL1615278	CHEMBL3130	True
41884	CC(Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl	O00329	IC50	Homo sapiens	6.356547323513813	440.0	CHEMBL1794070	CHEMBL3130	True
41942	CC(Oc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	O00329	IC50	Homo sapiens	6.795880017344077	160.0	CHEMBL3408275	CHEMBL3130	True
42039	CC(Oc1ccc2c(c1)OCCn1cc(-c3ncnn3C(C)C)nc1-2)C1CCN(C(C)C)CC1	O00329	IC50	Homo sapiens	9.354577730650908	0.442	CHEMBL3704662	CHEMBL3130	False
42077	CC(Oc1ccccc1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.3979400086720375	400.0	CHEMBL3318728	CHEMBL3130	True
42334	CC(c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1	O00329	IC50	Homo sapiens	7.136677139879544	73.0	CHEMBL3408274	CHEMBL3130	True
42342	CC(c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1	O00329	IC50	Homo sapiens	7.275724130399211	53.0	CHEMBL3408277	CHEMBL3130	True
42345	CC(c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1	O00329	IC50	Homo sapiens	7.086186147616282	82.0	CHEMBL3408278	CHEMBL3130	True
42347	CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1	O00329	IC50	Homo sapiens	6.920818753952375	120.0	CHEMBL3408276	CHEMBL3130	True
43068	CC(c1nc2c(c(=O)[nH]1)C1CCCN1C(=S)N2c1ccccc1)N1CCOCC1	O00329	IC50	Homo sapiens	6.494850021680094	320.0	CHEMBL3589372	CHEMBL3130	True
43195	CC(c1nc2ccsc2c(=O)n1-c1ccccc1)n1cnc2c(N)ncnc21	O00329	Ki	Homo sapiens	7.3979400086720375	40.0	CHEMBL3675615	CHEMBL3130	False
44906	CC1(C)CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21	O00329	IC50	Homo sapiens	6.555955204081924	278.0	CHEMBL3112865	CHEMBL3130	True
45243	CC1(C)Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1	O00329	IC50	Homo sapiens	6.236572006437062	580.0	CHEMBL3112863	CHEMBL3130	True
45413	CC1(C)OC(=O)NC1c1cccc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	8.301029995663981	5.0	CHEMBL4438127	CHEMBL3130	False
45631	CC1(C)OCCN(c2cc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)ccc2C#N)C1=O	O00329	IC50	Homo sapiens	8.0268721464003	9.4	CHEMBL4071877	CHEMBL3130	True
45638	CC1(C)OCCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C1=O	O00329	IC50	Homo sapiens	7.468521082957745	34.0	CHEMBL4088828	CHEMBL3130	True
45641	CC1(C)OCCN(c2cccc(-c3cc(C(F)(F)F)c4c(N)ncnn34)c2)C1=O	O00329	IC50	Homo sapiens	8.008773924307505	9.8	CHEMBL4061641	CHEMBL3130	True
45644	CC1(C)OCCN(c2cccc(-c3cc(Cl)c4c(N)ncnn34)c2)C1=O	O00329	IC50	Homo sapiens	8.130768280269024	7.4	CHEMBL4067592	CHEMBL3130	True
46149	CC1(Cc2ccccc2)C(=O)Nc2ccc(-c3ccc4nccnc4c3)cc21	O00329	IC50	Homo sapiens	7.619788758288393	24.0	CHEMBL4562428	CHEMBL3130	False
46150	CC1(Cc2ccccc2)C(=O)Nc2ccc(-c3ccc4nccnc4n3)cc21	O00329	IC50	Homo sapiens	6.7447274948966935	180.0	CHEMBL4471570	CHEMBL3130	False
