	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
236371	Cc1nnc(NS(=O)(=O)c2ccc(NCc3cc(C(=O)O)cc(-c4ccc5c(c4)OCCO5)c3)cc2)s1	O00329	IC50	Homo sapiens	7.199970640755867	63.1	CHEMBL3582356	CHEMBL3130	True
236375	Cc1nnc(NS(=O)(=O)c2ccc(NCc3cc(C(=O)O)cc(-c4ccc5c(c4)OCO5)c3)cc2)s1	O00329	IC50	Homo sapiens	6.701146923590295	199.0	CHEMBL3582357	CHEMBL3130	True
236545	Cc1nnc2n1C1CCN(Cc3cc4nc(-c5cccc(O)c5)nc(N5CCOCC5)c4s3)CC1CC2	O00329	IC50	Homo sapiens	9.100015437450608	0.7943	CHEMBL4094734	CHEMBL3130	True
236549	Cc1nnc2n1C1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)CC1CC2	O00329	IC50	Homo sapiens	9.050007718725304	0.89715	CHEMBL4061794_CHEMBL4081998	CHEMBL3130	True
236553	Cc1nnc2n1C1CCN(Cc3cc4nc(-c5cccc6[nH]ncc56)nc(N5CCOCC5)c4s3)CC1CC2	O00329	IC50	Homo sapiens	8.450022978409855	3.5715	CHEMBL4070417_CHEMBL4100380	CHEMBL3130	True
236577	Cc1nncn1C1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	8.400007822415901	3.981	CHEMBL4068098	CHEMBL3130	True
236581	Cc1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	8.400007822415901	3.981	CHEMBL4105669	CHEMBL3130	True
236585	Cc1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4089288	CHEMBL3130	True
237179	Cc1noc(C)c1CCNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1	O00329	IC50	Homo sapiens	7.899974269892138	12.59	CHEMBL2057362	CHEMBL3130	True
237295	Cc1noc(C2C3CCC(CC3)C2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)n1	O00329	Ki	Homo sapiens	5.6020599913279625	2500.0	CHEMBL3401988	CHEMBL3130	True
238425	Cc1sc2ccccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCC(N(C)C)CC3)cc2n1	O00329	IC50	Homo sapiens	5.420216403383192	3800.0	CHEMBL2165492	CHEMBL3130	False
242704	Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O	O00329	IC50	Homo sapiens	6.555955204081924	278.0	CHEMBL3112861	CHEMBL3130	True
242755	Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-c3cccc4[nH]ncc34)nc21	O00329	Ki	Homo sapiens	8.638272163982407	2.3	CHEMBL2414239	CHEMBL3130	False
242756	Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(C4CC4)nc4ccccc43)nc21	O00329	IC50	Homo sapiens	7.721246399047171	19.0	CHEMBL2171950	CHEMBL3130	False
242877	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2c(-c3ccccc3)cccc21	O00329	IC50	Homo sapiens	6.562249437179612	274.0	CHEMBL2064347	CHEMBL3130	True
242880	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cc(-c3ccccc3)ccc21	O00329	IC50	Homo sapiens	5.170824926082912	6748.0	CHEMBL2064349	CHEMBL3130	False
242881	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cc(F)ccc21	O00329	IC50	Homo sapiens	6.068033885271827	855.0	CHEMBL2064333	CHEMBL3130	True
242883	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2ccc(-c3ccccc3)cc21	O00329	IC50	Homo sapiens	5.467755356373417	3406.0	CHEMBL2064350	CHEMBL3130	True
242886	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2ccc(F)cc21	O00329	IC50	Homo sapiens	5.974694134735231	1060.0	CHEMBL2064334	CHEMBL3130	True
242888	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cccc(-c3ccccc3)c21	O00329	IC50	Homo sapiens	6.742321425130816	181.0	CHEMBL2064348	CHEMBL3130	True
242891	Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2ccccc21	O00329	IC50	Homo sapiens	5.715680633486447	2025.0	CHEMBL2064330	CHEMBL3130	True
242893	Cn1c(Cc2nc3cc(F)ccc3[nH]2)nc(N2CCOCC2)cc1=O	O00329	IC50	Homo sapiens	5.242983765268699	5715.0	CHEMBL2064332	CHEMBL3130	True
243617	Cn1cc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)cn1	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL4435523	CHEMBL3130	False
244051	Cn1cc(-c2ccc3nc(N)sc3c2)cn1	O00329	IC50	Homo sapiens	5.100000128334196	7943.28	CHEMBL3600770	CHEMBL3130	True
244064	Cn1cc(-c2ccc3ncc4c(c3c2)n(-c2ccc(C(C)(C)C#N)cc2)c(=O)n4C)cn1	O00329	IC50	Homo sapiens	6.100179497572904	794.0	CHEMBL3290293	CHEMBL3130	True
246042	Cn1ccc(-c2ccc3nc(N)sc3c2)cc1=O	O00329	IC50	Homo sapiens	5.3000002024454185	5011.87	CHEMBL3600777	CHEMBL3130	True
246766	Cn1cnc2c(N3CCCC3c3nc4cccc(Cl)c4c(=O)n3-c3ccccc3)nc(N)nc21	O00329	IC50	Homo sapiens	7.2839966563652006	52.0	CHEMBL3355013	CHEMBL3130	True
247292	Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21	O00329	IC50	Homo sapiens	6.096910013008058	800.0	CHEMBL1234815	CHEMBL3130	True
247353	Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)nc1C1(c2ccccc2)CC1	O00329	IC50	Homo sapiens	7.301029995663981	50.0	CHEMBL4091680	CHEMBL3130	True
247356	Cn1nc(-c2cnc(N)c(-c3cn[nH]c3)n2)nc1C1(c2ccccc2)CC1	O00329	IC50	Homo sapiens	6.958607314841776	110.0	CHEMBL4091640	CHEMBL3130	True
247359	Cn1nc(-c2cnc(N)c(-c3nnc(C(C)(C)C)o3)n2)nc1C1(c2ccccc2)CC1	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL4089227	CHEMBL3130	True
249652	FC(F)(F)c1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.700057099977232	19.95	CHEMBL4104716	CHEMBL3130	True
249656	FC(F)(F)c1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.700057099977232	19.95	CHEMBL4086820	CHEMBL3130	True
249725	FC(F)Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1	O00329	IC50	Homo sapiens	7.468521082957745	34.0	CHEMBL1911002	CHEMBL3130	True
251456	Fc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)c2nc(CN3CCOCC3)ccc2n1	O00329	IC50	Homo sapiens	7.173925197299173	67.0	CHEMBL2152772	CHEMBL3130	False
251457	Fc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC4CC4)CC3)cc2n1	O00329	IC50	Homo sapiens	7.823908740944319	15.0	CHEMBL4450504	CHEMBL3130	False
254577	N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1	O00329	Ki	Homo sapiens	7.2839966563652006	52.0	CHEMBL1615182	CHEMBL3130	True
254690	N#CCc1ccc(Nc2ncnc3ccc(-c4cccc(O)c4)cc23)cc1	O00329	IC50	Homo sapiens	6.568636235841013	270.0	CHEMBL3919405	CHEMBL3130	True
254700	N#CCc1ccc(Nc2ncnc3ccc(-c4cncc5ccccc45)cc23)cc1	O00329	IC50	Homo sapiens	6.055517327849832	880.0	CHEMBL3974237	CHEMBL3130	True
255480	N#Cc1c(N)ncnc1N1CC(F)(F)CC1c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.431798275933005	370.0	CHEMBL3906055	CHEMBL3130	False
255481	N#Cc1c(N)ncnc1N1CCCC1c1nc2cc(F)cc(F)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.366531544420412	43.0	CHEMBL3355019	CHEMBL3130	False
255482	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(C#CCN3CCOCC3)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	6.97061622231479	107.0	CHEMBL4104722	CHEMBL3130	False
255483	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(C#Cc3cccs3)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.3819519032879075	41.5	CHEMBL4084960	CHEMBL3130	False
255484	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.920818753952375	12.0	CHEMBL3355018	CHEMBL3130	True
255489	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(Cl)c2c(=O)n1-c1cccnc1	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL3355015	CHEMBL3130	True
255492	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(Cl)c2c(=O)n1C1CCOCC1	O00329	IC50	Homo sapiens	8.096910013008056	8.0	CHEMBL3355017	CHEMBL3130	True
255495	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(Cl)c2c(=O)n1N1CCOCC1	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL3355016	CHEMBL3130	True
255498	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(F)c2c(=O)n1C1CCCC1	O00329	IC50	Homo sapiens	8.200659450546418	6.3	CHEMBL4591557	CHEMBL3130	True
255502	N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(F)c2c(=O)n1Cc1ccccc1	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL4592798	CHEMBL3130	True
255506	N#Cc1c(N)ncnc1N1CCCC1c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.180456064458129	6.6	CHEMBL3976777	CHEMBL3130	False
255507	N#Cc1c(N)ncnc1N1CSCC1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.301029995663981	5.0	CHEMBL3355021	CHEMBL3130	True
255510	N#Cc1c(N)ncnc1NC(CC(F)(F)F)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	5.795880017344077	1600.0	CHEMBL3925368	CHEMBL3130	False
255511	N#Cc1c(N)ncnc1NC(CCO)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL3985921	CHEMBL3130	False
255512	N#Cc1c(N)ncnc1NC(CO)c1nn2cccc2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.292429823902062	51.0	CHEMBL3898391	CHEMBL3130	False
255783	N#Cc1c[nH]c2ncnc(N3CCC3c3nn4ccc(Cl)c4c(=O)n3-c3ccccc3)c12	O00329	IC50	Homo sapiens	7.67778070526608	21.0	CHEMBL4445566	CHEMBL3130	True
255786	N#Cc1c[nH]c2ncnc(N3CCCC3c3nn4cccc4c(=O)n3-c3ccccc3)c12	O00329	IC50	Homo sapiens	8.610924374808178	2.5	CHEMBL4530831	CHEMBL3130	True
256136	N#Cc1cc(N2CCc3ncnc(OC4CCN(C(=O)C5CCOCC5)C4)c3C2)cnc1N	O00329	IC50	Homo sapiens	7.356547323513813	44.0	CHEMBL3643354	CHEMBL3130	True
256516	N#Cc1cc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)ccc1F	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL3134279	CHEMBL3130	True
256518	N#Cc1cc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)ccc1NCCN1CCOCC1	O00329	IC50	Homo sapiens	6.619788758288393	240.0	CHEMBL3134265	CHEMBL3130	True
257544	N#Cc1ccc(F)c(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)c1	O00329	IC50	Homo sapiens	6.356547323513813	440.0	CHEMBL3134278	CHEMBL3130	True
257546	N#Cc1ccc(F)c([S+]([O-])c2nc(-c3cnn4ccc(Br)cc34)cs2)c1	O00329	IC50	Homo sapiens	6.698970004336019	200.0	CHEMBL3134277	CHEMBL3130	True
258062	N#Cc1ccc(OCc2cccn3c(=O)cc(N4CCOCC4)nc23)cc1	O00329	IC50	Homo sapiens	5.823908740944319	1500.0	CHEMBL3585594	CHEMBL3130	True
259816	N#Cc1cnc(N)nc1N1CCC1c1nn2ccc(Cl)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4467526	CHEMBL3130	True
259818	N#Cc1cnc(N)nc1N1CCCC1c1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	7.638272163982407	23.0	CHEMBL3355020	CHEMBL3130	True
259821	N#Cc1cnc(N)nc1N1CCCC1c1nn2ccc(Cl)c2c(=O)n1-c1ccccc1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL4549473	CHEMBL3130	True
260578	N#Cc1ncccc1Nc1ccc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2c1	O00329	IC50	Homo sapiens	7.301029995663981	50.0	CHEMBL3769902	CHEMBL3130	True
262948	NC(=O)C(CO)NC(=O)C1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	7.5376020021010435	29.0	CHEMBL4553967	CHEMBL3130	True
263271	NC(=O)C1CCCN1C(=O)Nc1nc2c(s1)-c1nc(CC3CC3)sc1CC2	O00329	IC50	Homo sapiens	5.795880017344077	1600.0	CHEMBL3609515	CHEMBL3130	True
263275	NC(=O)C1CCCN1C(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1	O00329	IC50	Homo sapiens	6.267606240177032	540.0	CHEMBL2071339	CHEMBL3130	True
263555	NC(=O)CNC(=O)C1CCCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)C1	O00329	IC50	Homo sapiens	7.303671293684029	55.66666666666666	CHEMBL4459749_CHEMBL4466025	CHEMBL3130	True
263559	NC(=O)CNC(=O)C1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.973729977032987	118.5	CHEMBL4476840	CHEMBL3130	True
264140	NC(=O)c1cc(-c2ccc3ncnc(-c4cccc(C(=O)NCCN5CCOCC5)c4)c3c2)ccc1Cl	O00329	IC50	Homo sapiens	7.769551078621726	17.0	CHEMBL4229214	CHEMBL3130	False
267011	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21	O00329	IC50	Homo sapiens	6.7495799976911055	178.0	CHEMBL3125390	CHEMBL3130	True
267015	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21	O00329	IC50	Homo sapiens	6.557520230935554	277.0	CHEMBL3125389	CHEMBL3130	True
267018	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(F)cccc21	O00329	IC50	Homo sapiens	6.314258261397736	485.0	CHEMBL3125388	CHEMBL3130	True
267021	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21	O00329	IC50	Homo sapiens	6.316052869248487	483.0	CHEMBL3125393	CHEMBL3130	True
267023	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21	O00329	IC50	Homo sapiens	5.729787145103757	1863.0	CHEMBL3125392	CHEMBL3130	True
267025	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21	O00329	IC50	Homo sapiens	6.872895201635193	134.0	CHEMBL3125391	CHEMBL3130	True
267028	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21	O00329	IC50	Homo sapiens	6.638272163982407	230.0	CHEMBL3125385	CHEMBL3130	True
267031	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)Nc1ccc(F)c(Cl)c1	O00329	IC50	Homo sapiens	6.6439741428068775	227.0	CHEMBL3125541	CHEMBL3130	True
269752	NC1CCC(C(=O)N2CCN(c3nc(N4CCOCC4)nc(-n4c(C(F)F)nc5ccccc54)n3)CC2)CC1	O00329	IC50	Homo sapiens	6.844663962534938	143.0	CHEMBL4552784	CHEMBL3130	True
270553	NCC(=O)N1CCC(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.920818753952375	120.0	CHEMBL3930788	CHEMBL3130	True
270560	NCC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.958607314841776	110.0	CHEMBL2322660	CHEMBL3130	True
271086	NCCC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	7.236572006437062	58.0	CHEMBL2322670	CHEMBL3130	True
271196	NCCC1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL3949883	CHEMBL3130	True
271265	NCCCCC(N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.173925197299173	670.0	CHEMBL2322669	CHEMBL3130	True
272321	NCc1ccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)cc1	O00329	IC50	Homo sapiens	7.585026652029183	26.0	CHEMBL4473919	CHEMBL3130	False
272503	NCc1cccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4591668	CHEMBL3130	False
272991	NS(=O)(=O)C1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F	O00329	Ki	Homo sapiens	5.721246399047171	1900.0	CHEMBL3401983	CHEMBL3130	True
279876	Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1	O00329	IC50	Homo sapiens	6.944710594361086	113.60666666666668	CHEMBL2017974	CHEMBL3130	True
279877	Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1	O00329	Kd	Homo sapiens	6.585026652029183	260.0	CHEMBL2017974	CHEMBL3130	True
279907	Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1	O00329	IC50	Homo sapiens	6.345823458122039	451.0	CHEMBL4084907	CHEMBL3130	True
279908	Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1	O00329	Kd	Homo sapiens	7.6020599913279625	25.0	CHEMBL4084907	CHEMBL3130	True
280540	Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cn1	O00329	IC50	Homo sapiens	8.096910013008056	8.0	CHEMBL3109133	CHEMBL3130	True
281052	Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)C2	O00329	IC50	Homo sapiens	7.561891079704178	31.5	CHEMBL3897842	CHEMBL3130	True
281054	Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)CC2	O00329	IC50	Homo sapiens	7.2011524070372435	63.5	CHEMBL3925929	CHEMBL3130	True
281236	Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1	O00329	IC50	Homo sapiens	5.008463824699969	9807.0	CHEMBL2322247	CHEMBL3130	True
281248	Nc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL3109128	CHEMBL3130	True
282333	Nc1cnc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1	O00329	IC50	Homo sapiens	5.357634419155026	4389.0	CHEMBL2152254	CHEMBL3130	True
283895	Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1	O00329	IC50	Homo sapiens	6.628932137728263	235.0	CHEMBL230011	CHEMBL3130	True
285191	Nc1nc2c(s1)CC(n1nc(-c3cc(F)c4[nH]ccc4c3)c3c(N)ncnc31)CC2	O00329	IC50	Homo sapiens	6.512861624522812	307.0	CHEMBL4216036	CHEMBL3130	True
285248	Nc1nc2cc(-c3ccncc3)ccc2s1	O00329	IC50	Homo sapiens	5.292429823902063	5100.0	CHEMBL1645106	CHEMBL3130	True
285251	Nc1nc2cc(-c3nn(CC4CCCC4)c4ncnc(N)c34)ccc2o1	O00329	IC50	Homo sapiens	8.136677139879545	7.3	CHEMBL3797933	CHEMBL3130	True
285258	Nc1nc2cc(-c3nn(CC4CCCO4)c4ncnc(N)c34)ccc2o1	O00329	IC50	Homo sapiens	6.826813731587727	149.0	CHEMBL3797834	CHEMBL3130	True
285265	Nc1nc2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1	O00329	IC50	Homo sapiens	6.567030709125596	271.0	CHEMBL3797590	CHEMBL3130	True
285334	Nc1nc2ccc(-c3ccc(C(F)(F)F)nc3)cc2s1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL3600692	CHEMBL3130	True
285343	Nc1nc2ccc(-c3ccc(OCCO)nc3)cc2s1	O00329	IC50	Homo sapiens	5.700000503883016	1995.26	CHEMBL3600694	CHEMBL3130	True
285349	Nc1nc2ccc(-c3cccc(O)c3)cc2s1	O00329	IC50	Homo sapiens	5.187086643357143	6500.0	CHEMBL1645108	CHEMBL3130	True
285354	Nc1nc2ccc(-c3cccnc3)cc2s1	O00329	IC50	Homo sapiens	5.899998417198647	1258.93	CHEMBL3600701	CHEMBL3130	True
285362	Nc1nc2ccc(-c3ccncc3)cc2s1	O00329	IC50	Homo sapiens	5.050609993355087	8900.0	CHEMBL1645107	CHEMBL3130	True
285375	Nc1nc2ccc(-c3cncc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2n1	O00329	IC50	Homo sapiens	6.399996913372259	398.11	CHEMBL2064508	CHEMBL3130	True
285378	Nc1nc2ccc(-c3cncc(S(=O)(=O)NCc4ccccc4)c3)cn2n1	O00329	IC50	Homo sapiens	5.100000128334196	7943.28	CHEMBL2064510	CHEMBL3130	False
285379	Nc1nc2ccc(-c3cncc(S(=O)(=O)Nc4ccc(Cl)cc4)c3)cn2n1	O00329	IC50	Homo sapiens	5.200000237109354	6309.57	CHEMBL2064509	CHEMBL3130	True
285382	Nc1nc2ccc(-c3cncc(S(=O)(=O)Nc4cccc5ccccc45)c3)cn2n1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL2064507	CHEMBL3130	False
285383	Nc1nc2ccc(-c3cnccn3)cc2s1	O00329	IC50	Homo sapiens	5.100000128334196	7943.28	CHEMBL3600765	CHEMBL3130	True
285389	Nc1nc2ccc(-c3cnn(C4CC4)c3)cc2s1	O00329	IC50	Homo sapiens	5.40000018605658	3981.07	CHEMBL3600774	CHEMBL3130	True
286074	Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)c(OCC(F)(F)F)n1	O00329	IC50	Homo sapiens	7.3872161432802645	41.0	CHEMBL2152257	CHEMBL3130	True
286078	Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1	O00329	IC50	Homo sapiens	5.8807441107220635	1316.0	CHEMBL2152255	CHEMBL3130	True
286173	Nc1ncc(-c2ccnc(Nc3ccncc3)n2)c(CC2CC2)n1	O00329	IC50	Homo sapiens	5.920818753952375	1200.0	CHEMBL3781415	CHEMBL3130	True
286297	Nc1ncc(-c2nc(N3CCOCC3)c3cccnc3n2)cn1	O00329	IC50	Homo sapiens	7.744727494896692	18.0	CHEMBL3109139	CHEMBL3130	True
286301	Nc1ncc(-c2nc(N3CCOCC3)c3ncccc3n2)cn1	O00329	IC50	Homo sapiens	7.5376020021010435	29.0	CHEMBL3109134	CHEMBL3130	True
286306	Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1	O00329	Kd	Homo sapiens	8.455931955649724	3.5	CHEMBL4102855	CHEMBL3130	True
286424	Nc1ncc(N2CCc3ncnc(OC4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C(F)(F)F	O00329	IC50	Homo sapiens	7.6020599913279625	25.0	CHEMBL3643403	CHEMBL3130	True
287017	Nc1ncnc2c1c(-c1cc(F)c3c(c1)NCCO3)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	7.455931955649724	35.0	CHEMBL3948373	CHEMBL3130	True
287019	Nc1ncnc2c1c(-c1cc(O)c(F)c(F)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL3907591	CHEMBL3130	True
287021	Nc1ncnc2c1c(-c1cc(O)cc(Cl)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	8.397940008672037	4.0	CHEMBL3914552	CHEMBL3130	True
287023	Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCc2ccccc21	O00329	IC50	Homo sapiens	7.886056647693162	13.0	CHEMBL3924678	CHEMBL3130	True
287025	Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCc2ccccc2C1	O00329	IC50	Homo sapiens	8.045757490560675	9.0	CHEMBL3905578	CHEMBL3130	True
287027	Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	8.096910013008056	8.0	CHEMBL3896635	CHEMBL3130	True
287033	Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCc2ccccc21	O00329	IC50	Homo sapiens	6.809668301829707	155.0	CHEMBL4211185	CHEMBL3130	True
287036	Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	8.048455006504028	9.0	CHEMBL3964073	CHEMBL3130	True
287042	Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	7.481486060122112	33.0	CHEMBL3923573	CHEMBL3130	True
287067	Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1Cc2ccccc2C1	O00329	IC50	Homo sapiens	7.214670164989233	61.0	CHEMBL3942550	CHEMBL3130	True
287161	Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CC(CN2CCC2)C1	O00329	IC50	Homo sapiens	6.920818753952375	120.0	CHEMBL3787112	CHEMBL3130	True
287212	Nc1ncnc2c1c(-c1cccc(OCC3CCCO3)c1)cn2C1CC(CN2CCC2)C1	O00329	IC50	Homo sapiens	5.180456064458131	6600.0	CHEMBL3787614	CHEMBL3130	True
